os,alg,pc,se,cn,m,cs,hackathons,certificaions_app development,certificaions_full stack,certificaions_hadoop,certificaions_information security,certificaions_machine learning,certificaions_python,certificaions_shell programming,interest_Analyst,interest_Cloud Computation,interest_Cloud Computing,interest_Data Engineer,interest_Hacking,interest_Management,interest_Networks,interest_Programming,interest_Security,interest_Software Engineer,interest_System Developer,interest_Testing,interest_Web Developer,leadership_No,leadership_Yes,team_No,team_Yes,Intro/Extro_Extrovert,Intro/Extro_Introvert,SelfCapabilities_No,SelfCapabilities_Yes,Management/Technical_Management,Management/Technical_Technical,Job_Business Intelligence Analyst,Job_Database Administrator,Job_Project Manager,Job_Security Administrator,Job_Software Developer,Job_Technical Support
-0.814383936,0.462511496,0.770108576,1.214467539,-0.397148538,0.150394751,-0.58725392,1.627080291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.204212935,0.733437599,-1.032125715,1.416526316,0.498644146,1.532149117,0.06106173,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.744941956,0.191585393,-1.032125715,0.136820733,0.085201369,-0.816833305,0.637342307,0.446125395,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.814383936,0.123853868,0.978058686,1.551232166,0.291922757,0.357657906,-1.88388522,1.627080291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.136416157,1.478484381,-1.032125715,1.012408763,-0.259334279,1.877587708,0.925482596,-0.734829502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.338161289,-0.282535286,-1.101442418,0.002114882,1.3255297,-0.471394714,0.133096802,-0.734829502,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.000822601,-0.011609183,-0.408275384,1.483879241,-1.155126962,0.012219314,1.213622885,-0.734829502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.473754844,-0.147072235,0.423525058,-1.14288485,0.843179793,1.186710525,-2.316095653,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.270364511,-1.569434274,1.879175831,-1.344943626,1.738972477,1.532149117,-1.307604642,1.036602843,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.202567733,0.123853868,0.492841762,-0.065238044,-0.12152002,-1.162271897,-0.155043487,0.446125395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-1.695742048,-0.147072235,-0.754858901,0.136820733,0.360829887,-1.231359615,0.997517668,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.134770955,-0.417998337,-0.893492308,-1.681708253,0.636458405,-0.816833305,0.997517668,-1.32530695,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.812738734,0.530243022,-0.754858901,-1.816414104,-1.292941221,-0.056868404,1.357693029,0.446125395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.151722623,0.191585393,0.076941541,0.204173658,-1.361848351,-0.885921023,-0.083008415,-0.144352053,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0.405958066,1.275289804,-0.893492308,-0.065238044,-1.224034092,-1.369535051,0.349202018,-0.144352053,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.67879038,0.733437599,1.04737539,0.47358536,-0.328241408,-1.02409646,-1.163534498,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.288961381,1.207558278,1.2553255,1.012408763,0.360829887,-1.02409646,-1.163534498,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.490706513,-1.569434274,0.700791872,-0.469355596,1.807879606,1.670324554,-0.083008415,0.446125395,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
1.355112957,-1.840360376,1.2553255,-0.334649745,0.912086923,1.463061399,-0.299113631,1.627080291,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.610993602,0.801169124,0.354208355,1.281820465,0.360829887,1.048535089,0.493272163,-1.32530695,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1.355112957,-1.095313594,1.2553255,-0.536708521,0.567551275,1.39397368,-1.451674786,1.627080291,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0.6093484,-1.569434274,-0.616225494,-1.008178999,1.876786736,-1.162271897,0.565307235,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.831335604,1.34302133,0.215574948,0.742997061,-0.879498444,1.670324554,0.781412451,-0.144352053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.543196824,-1.298508171,-1.032125715,0.271526584,-0.190427149,-0.264131559,1.285657957,0.446125395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.000822601,-0.21480376,-0.33895868,1.416526316,-0.603869926,-1.576798206,-0.010973343,-0.734829502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.134770955,-1.16304512,0.700791872,-1.614355328,1.049901182,1.80849999,-1.739815075,0.446125395,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.475400046,1.478484381,0.908741983,0.204173658,0.498644146,0.357657906,-0.731324065,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.831335604,-1.772628851,-1.378709232,0.136820733,-0.741684185,0.150394751,0.42123709,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.814383936,1.34302133,-1.517342639,1.551232166,-0.534962797,0.426745624,0.06106173,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-1.153367825,-0.417998337,-0.54690879,0.136820733,-0.603869926,0.288570188,0.42123709,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.204212935,0.191585393,-0.893492308,0.136820733,0.498644146,0.426745624,0.781412451,-0.734829502,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.33980649,0.191585393,0.354208355,1.147114614,-1.49966261,-0.540482432,1.213622885,0.446125395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.202567733,0.530243022,0.700791872,1.147114614,-1.155126962,-1.645885925,-1.667780003,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.202567733,-1.027582068,-0.54690879,-0.132590969,0.774272664,-1.507710488,0.133096802,-0.734829502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-1.424554937,1.139826753,1.671225721,0.338879509,-1.292941221,-0.19504384,-1.595744931,1.036602843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0.744941956,0.39477997,0.007624837,-0.738767298,-1.292941221,0.081307033,0.565307235,-1.32530695,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.272009712,0.665706073,1.532592314,0.675644136,0.223015628,-1.231359615,-2.027955364,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.543196824,0.597974547,0.354208355,0.945055838,0.223015628,1.255798244,0.133096802,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1.219519401,-1.840360376,-1.170759122,-1.344943626,1.25662257,-0.678657869,0.565307235,-0.734829502,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.338161289,-0.756655966,-1.586659343,-0.536708521,0.843179793,0.288570188,-0.155043487,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.000822601,-1.501702748,-0.754858901,1.079761688,-1.361848351,-0.264131559,0.997517668,-0.144352053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.812738734,1.004363701,-1.101442418,-1.479649477,-0.810591315,-0.885921023,0.06106173,-0.734829502,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.746587158,0.327048445,1.601909018,1.214467539,-1.292941221,-1.093184178,-0.659288992,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.083925845,0.733437599,-1.309392529,-0.940826074,-0.948405574,-1.300447333,0.42123709,-0.734829502,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1.287316179,-0.282535286,1.671225721,-0.873473149,0.980994052,0.634008779,-0.659288992,1.627080291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.270364511,-1.095313594,-1.101442418,-0.065238044,1.807879606,-0.19504384,0.997517668,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.338161289,0.191585393,-0.893492308,-1.614355328,0.429737016,-1.162271897,0.925482596,-0.734829502,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1.490706513,-0.011609183,-1.309392529,-1.749061179,0.705365534,-0.402306995,0.637342307,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.000822601,0.191585393,-1.101442418,1.214467539,0.498644146,0.703096497,0.925482596,-0.734829502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.202567733,1.072095227,-1.448025936,-0.738767298,-0.05261289,-0.471394714,0.42123709,-0.734829502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-1.763538826,0.86890065,0.839425279,0.945055838,-0.879498444,-1.369535051,-1.739815075,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.083925845,-0.756655966,-0.616225494,0.136820733,1.876786736,-0.264131559,0.493272163,-1.32530695,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.202567733,0.86890065,-1.586659343,0.540938285,-1.017312703,0.910359652,0.925482596,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-1.288961381,-1.501702748,-1.240075825,0.540938285,-0.259334279,-0.125956122,0.853447524,0.446125395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-1.356758159,-0.68892444,-0.685542197,0.47358536,-1.086219833,-0.540482432,0.205131874,0.446125395,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.272009712,0.327048445,1.186008797,0.406232434,-0.948405574,-0.19504384,-1.379639714,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1.422909735,0.056122342,1.532592314,0.136820733,0.774272664,1.80849999,-1.163534498,1.627080291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.270364511,-0.147072235,1.532592314,-0.806120223,0.912086923,0.495833343,-0.443183776,1.627080291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.134770955,-0.147072235,1.809859128,-1.547002403,1.394436829,1.739412272,-1.23556957,1.036602843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.558503291,-0.756655966,0.631475169,-1.14288485,0.636458405,1.39397368,-0.227078559,0.446125395,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0.338161289,-0.079340709,-0.893492308,-1.075531925,1.394436829,-0.747745587,1.141587812,-1.32530695,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.677145178,1.072095227,0.146258244,0.136820733,0.016294239,-1.162271897,0.277166946,0.446125395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-1.560148492,-0.553461389,-1.448025936,1.34917339,-0.397148538,0.288570188,0.277166946,-0.144352053,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.677145178,-1.569434274,1.2553255,-0.065238044,0.567551275,1.39397368,-0.803359137,0.446125395,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-0.814383936,-0.621192914,-1.309392529,1.147114614,-1.637476869,0.081307033,-0.155043487,-0.144352053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.33980649,0.936632176,0.076941541,1.34917339,-0.879498444,1.186710525,0.853447524,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.814383936,-0.147072235,-0.893492308,1.34917339,-0.12152002,-0.678657869,0.565307235,-0.144352053,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
-0.746587158,0.39477997,0.076941541,0.675644136,-0.879498444,1.532149117,0.277166946,-0.734829502,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.6093484,-1.569434274,-1.655976046,0.136820733,1.670065347,-0.333219277,1.285657957,-1.32530695,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
-0.33980649,1.478484381,0.908741983,1.416526316,-1.086219833,0.357657906,-2.24406058,1.627080291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.407603268,-0.959850543,-0.408275384,1.079761688,0.429737016,-0.678657869,0.637342307,0.446125395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
0.812738734,0.191585393,0.076941541,-0.402002671,0.567551275,-1.576798206,0.853447524,-0.734829502,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.677145178,0.123853868,1.393958907,-1.681708253,1.463343959,1.601236835,-0.299113631,0.446125395,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.33980649,0.259316919,1.2553255,0.338879509,-0.879498444,0.288570188,-0.659288992,1.036602843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.899132382,0.123853868,0.908741983,0.271526584,-0.328241408,-1.645885925,-0.947429281,1.036602843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.814383936,0.530243022,0.076941541,0.608291211,-1.637476869,1.80849999,0.133096802,-1.32530695,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
-0.33980649,1.410752855,-0.33895868,0.338879509,-0.879498444,0.841271934,0.925482596,-0.144352053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
0.202567733,-0.079340709,1.393958907,-0.469355596,0.636458405,0.495833343,-2.027955364,1.036602843,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
-1.221164603,0.259316919,1.532592314,1.551232166,-0.328241408,-0.264131559,-0.227078559,1.627080291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-1.492351715,0.597974547,-1.586659343,0.271526584,-1.292941221,1.877587708,0.925482596,-1.32530695,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
